,earliest division time (frame),earliest division {hours},centroid_x,centroid_y,v,rep,condition,labels,id,growth_rate
41,27.0,6.75,828.1382269009807,582.4344091645083,17,1,hypoxia 5 days,6,6_17_1,0.22574469414445786
116,32.0,8.0,792.4800902572758,616.8629548894647,17,1,hypoxia 5 days,6,6_17_1,0.22574469414445786
151,33.0,8.25,422.9296996526881,437.6081465444144,17,1,hypoxia 5 days,5,5_17_1,0.2873533193077386
156,33.0,8.25,817.6867040916189,610.7150002957225,17,1,hypoxia 5 days,6,6_17_1,0.22574469414445786
251,39.0,9.75,851.5004543572011,696.7863646081136,17,1,hypoxia 5 days,4,4_17_1,0.2007229434763537
45,28.0,7.0,601.1221298862285,376.886023136526,18,1,hypoxia 5 days,3,3_18_1,0.3435647694344879
99,31.0,7.75,285.5246314573655,774.2624353918465,18,1,hypoxia 5 days,1,1_18_1,0.30216853377317243
118,32.0,8.0,792.3235340438612,1072.5826985052609,18,1,hypoxia 5 days,6,6_18_1,0.27410686630339837
138,33.0,8.25,822.2707419239721,1100.226275009979,18,1,hypoxia 5 days,6,6_18_1,0.27410686630339837
198,36.0,9.0,158.8249058107416,945.8829728586368,18,1,hypoxia 5 days,7,7_18_1,0.2712460399997569
219,37.0,9.25,712.8482515927969,783.476960893419,18,1,hypoxia 5 days,5,5_18_1,0.33620823781449377
233,38.0,9.5,133.4849606814168,947.0347885463336,18,1,hypoxia 5 days,7,7_18_1,0.2712460399997569
244,39.0,9.75,602.2739455739252,63.59215608305601,18,1,hypoxia 5 days,2,2_18_1,0.24247633135002475
247,39.0,9.75,280.9173687065792,766.1997255779703,18,1,hypoxia 5 days,1,1_18_1,0.30216853377317243
249,39.0,9.75,614.9439181385876,397.6187055150645,18,1,hypoxia 5 days,3,3_18_1,0.3435647694344879
265,40.0,10.0,791.1717183561645,1102.5299063853718,18,1,hypoxia 5 days,6,6_18_1,0.27410686630339837
273,41.0,10.25,164.5839842492245,923.998474792402,18,1,hypoxia 5 days,7,7_18_1,0.2712460399997569
301,44.0,11.0,719.7591457189765,784.6287765811156,18,1,hypoxia 5 days,5,5_18_1,0.33620823781449377
319,48.0,12.0,614.9439181385876,32.493132515248305,18,1,hypoxia 5 days,2,2_18_1,0.24247633135002475
336,54.0,13.5,809.6007693593098,1135.932561328573,18,1,hypoxia 5 days,6,6_18_1,0.27410686630339837
122,32.0,8.0,468.6633258011218,1231.5332634073889,19,1,hypoxia 5 days,3,3_19_1,0.276079030685783
123,32.0,8.0,738.2894457638955,718.6840673416784,19,1,hypoxia 5 days,7,7_19_1,0.22628850383928398
136,33.0,8.25,428.3497767317416,507.0411958462396,19,1,hypoxia 5 days,2,2_19_1,0.2661769622738069
141,33.0,8.25,154.21764305995526,674.0544705622439,19,1,hypoxia 5 days,9,9_19_1,0.3096583485985115
149,33.0,8.25,735.2578259444009,695.1890137405943,19,1,hypoxia 5 days,7,7_19_1,0.22628850383928398
153,33.0,8.25,280.4248172035855,419.04024251146114,19,1,hypoxia 5 days,1,1_19_1,0.33754958791959344
195,35.0,8.75,165.73579993692107,671.7508391868507,19,1,hypoxia 5 days,9,9_19_1,0.3096583485985115
199,36.0,9.0,510.1286905581988,535.8365880386541,19,1,hypoxia 5 days,5,5_19_1,0.204949033212137
216,36.0,9.0,727.678776395664,733.842166439152,19,1,hypoxia 5 days,7,7_19_1,0.22628850383928398
222,37.0,9.25,583.6768349696646,746.7265506720047,19,1,hypoxia 5 days,6,6_19_1,0.19374190016376924
223,37.0,9.25,863.736106681049,765.0479098902737,19,1,hypoxia 5 days,20,20_19_1,0.3067412544820272
224,37.0,9.25,481.3332983657843,884.8367414107182,19,1,hypoxia 5 days,4,4_19_1,0.2694132489441764
268,41.0,10.25,636.7301818108223,750.5160754463731,19,1,hypoxia 5 days,6,6_19_1,0.19374190016376924
282,42.0,10.5,596.5612192025172,759.6109349048572,19,1,hypoxia 5 days,6,6_19_1,0.19374190016376924
291,43.0,10.75,473.2705885519081,1213.1042124042438,19,1,hypoxia 5 days,3,3_19_1,0.276079030685783
298,44.0,11.0,305.0166355785544,414.1218788364674,19,1,hypoxia 5 days,1,1_19_1,0.33754958791959344
307,45.0,11.25,307.47581741605126,449.165220020798,19,1,hypoxia 5 days,1,1_19_1,0.33754958791959344
58,29.0,7.25,801.5005459869845,867.6208163830846,20,1,hypoxia 5 days,5,5_20_1,0.24146622737868398
95,31.0,7.75,366.5617565621925,587.7589922972171,20,1,hypoxia 5 days,3,3_20_1,0.41259528043604315
119,32.0,8.0,821.1214122685125,860.1462006567882,20,1,hypoxia 5 days,5,5_20_1,0.24146622737868398
121,32.0,8.0,357.0863008224284,590.7512414781952,20,1,hypoxia 5 days,3,3_20_1,0.41259528043604315
147,33.0,8.25,787.4856415001789,850.8029309989178,20,1,hypoxia 5 days,5,5_20_1,0.24146622737868398
210,36.0,9.0,371.5488385304893,579.7796611479421,20,1,hypoxia 5 days,3,3_20_1,0.41259528043604315
212,36.0,9.0,409.10290705233297,27.61148964962809,20,1,hypoxia 5 days,1,1_20_1,0.24836464440890021
215,36.0,9.0,533.3993196516167,409.5955869059634,20,1,hypoxia 5 days,2,2_20_1,0.39982937592101697
227,37.0,9.25,740.5605608941446,921.6742888023884,20,1,hypoxia 5 days,5,5_20_1,0.24146622737868398
228,37.0,9.25,747.1008496546539,901.1190955550734,20,1,hypoxia 5 days,5,5_20_1,0.24146622737868398
238,38.0,9.5,941.4808315814088,847.3162082965637,20,1,hypoxia 5 days,4,4_20_1,0.3186057269329407
276,41.0,10.25,402.2817624584698,45.80120856659644,20,1,hypoxia 5 days,1,1_20_1,0.24836464440890021
289,43.0,10.75,962.2135139599472,858.8343651735295,20,1,hypoxia 5 days,4,4_20_1,0.3186057269329407
294,43.0,10.75,950.6953570829812,871.5043377381919,20,1,hypoxia 5 days,4,4_20_1,0.3186057269329407
91,31.0,7.75,626.202571854508,718.8328363461723,21,1,hypoxia 5 days,6,6_21_1,0.285105202561249
191,35.0,8.75,837.6922098792404,672.1083814337314,21,1,hypoxia 5 days,4,4_21_1,0.2886362923849251
201,36.0,9.0,444.9825408187738,403.1277825388685,21,1,hypoxia 5 days,5,5_21_1,0.281785222070938
203,36.0,9.0,840.7661871761115,227.6112549251346,21,1,hypoxia 5 days,3,3_21_1,0.33967405013228
230,37.0,9.25,833.3886416636209,657.35329040875,21,1,hypoxia 5 days,4,4_21_1,0.2886362923849251
231,37.0,9.25,413.81914382562127,430.39575490787695,21,1,hypoxia 5 days,5,5_21_1,0.281785222070938
262,40.0,10.0,453.7472462230981,372.9382417017519,21,1,hypoxia 5 days,5,5_21_1,0.281785222070938
266,40.0,10.0,441.08711619462974,376.83366632589593,21,1,hypoxia 5 days,5,5_21_1,0.281785222070938
269,41.0,10.25,851.2177099854733,231.91482314075412,21,1,hypoxia 5 days,3,3_21_1,0.33967405013228
318,47.0,11.75,857.9804600385897,230.0704367626315,21,1,hypoxia 5 days,3,3_21_1,0.33967405013228
323,49.0,12.25,605.9143216951588,718.8328363461723,21,1,hypoxia 5 days,6,6_21_1,0.285105202561249
42,27.0,6.75,594.6952004521579,928.8276618769568,22,1,hypoxia 5 days,3,3_22_1,0.2942855781127195
52,28.0,7.0,456.0800905656752,290.1468243873296,22,1,hypoxia 5 days,1,1_22_1,0.29859027601441285
114,32.0,8.0,607.6405082532316,934.4912340399264,22,1,hypoxia 5 days,3,3_22_1,0.2942855781127195
140,33.0,8.25,302.2841513802836,1087.7749724413795,22,1,hypoxia 5 days,4,4_22_1,0.2745171758744778
208,36.0,9.0,582.2142309469266,595.6717421996927,22,1,hypoxia 5 days,2,2_22_1,0.2945844384489503
236,38.0,9.5,590.62317363901,596.6060691654798,22,1,hypoxia 5 days,2,2_22_1,0.2945844384489503
272,41.0,10.25,492.5188422313699,288.27817045575546,22,1,hypoxia 5 days,1,1_22_1,0.29859027601441285
288,43.0,10.75,595.2948084679454,607.8179927549244,22,1,hypoxia 5 days,2,2_22_1,0.2945844384489503
306,45.0,11.25,312.1208787302712,1078.553040550766,22,1,hypoxia 5 days,4,4_22_1,0.2745171758744778
310,46.0,11.5,607.4410590231769,626.5045320706652,22,1,hypoxia 5 days,2,2_22_1,0.2945844384489503
340,56.0,14.0,292.447424030296,1079.7826314695146,22,1,hypoxia 5 days,4,4_22_1,0.2745171758744778
56,29.0,7.25,916.7196239212636,773.1106021288374,23,1,hypoxia 5 days,3,3_23_1,0.13263008846576224
98,31.0,7.75,793.4753453377294,785.7805746934996,23,1,hypoxia 5 days,5,5_23_1,0.35418054692163736
112,32.0,8.0,890.2278631042423,760.440629564175,23,1,hypoxia 5 days,3,3_23_1,0.13263008846576224
174,34.0,8.5,739.3400124098183,264.0080681669484,23,1,hypoxia 5 days,4,4_23_1,0.2907123904496834
205,36.0,9.0,817.6634747793577,809.9687041351278,23,1,hypoxia 5 days,5,5_23_1,0.35418054692163736
207,36.0,9.0,815.3598434039645,786.9323903811961,23,1,hypoxia 5 days,5,5_23_1,0.35418054692163736
218,37.0,9.25,815.3598434039645,758.1369981887817,23,1,hypoxia 5 days,5,5_23_1,0.35418054692163736
248,39.0,9.75,879.8615219149731,790.3878374442861,23,1,hypoxia 5 days,5,5_23_1,0.35418054692163736
250,39.0,9.75,898.2905729181183,744.3152099364228,23,1,hypoxia 5 days,5,5_23_1,0.35418054692163736
255,40.0,10.0,421.43888260556207,1176.2460928226403,23,1,hypoxia 5 days,1,1_23_1,0.30171584924536615
267,41.0,10.25,431.8052237948313,1157.817041819495,23,1,hypoxia 5 days,1,1_23_1,0.30171584924536615
270,41.0,10.25,829.1816316563235,778.8696805673201,23,1,hypoxia 5 days,5,5_23_1,0.35418054692163736
314,47.0,11.75,787.7162668992466,750.0742883749056,23,1,hypoxia 5 days,5,5_23_1,0.35418054692163736
324,49.0,12.25,355.7853884068569,161.49647196195275,23,1,hypoxia 5 days,6,6_23_1,0.2851677787067465
87,31.0,7.75,245.1963319276692,467.19061755861367,24,1,hypoxia 5 days,2,2_24_1,0.26742538479815225
89,31.0,7.75,829.2520183331793,714.9531970674595,24,1,hypoxia 5 days,3,3_24_1,0.30308318759372743
128,32.0,8.0,804.0454044988362,708.190447014343,24,1,hypoxia 5 days,3,3_24_1,0.30308318759372743
130,32.0,8.0,802.8158135800877,719.8715607424533,24,1,hypoxia 5 days,3,3_24_1,0.30308318759372743
148,33.0,8.25,581.4843730658487,357.1011414006954,24,1,hypoxia 5 days,5,5_24_1,0.27524471025868535
181,35.0,8.75,765.9280860176345,1118.259018416949,24,1,hypoxia 5 days,4,4_24_1,0.29984943904195854
193,35.0,8.75,831.7112001706762,734.6266517674346,24,1,hypoxia 5 days,3,3_24_1,0.30308318759372743
211,36.0,9.0,805.8897908769588,727.2491062549439,24,1,hypoxia 5 days,3,3_24_1,0.30308318759372743
213,36.0,9.0,248.2703092245403,449.9763446961354,24,1,hypoxia 5 days,2,2_24_1,0.26742538479815225
220,37.0,9.25,777.6091997457446,1127.4809503075624,24,1,hypoxia 5 days,4,4_24_1,0.29984943904195854
235,38.0,9.5,264.86978662764426,453.05032199300655,24,1,hypoxia 5 days,2,2_24_1,0.26742538479815225
237,38.0,9.5,229.8264454433136,443.213594643019,24,1,hypoxia 5 days,2,2_24_1,0.26742538479815225
239,38.0,9.5,596.23946409083,359.56032323819227,24,1,hypoxia 5 days,5,5_24_1,0.27524471025868535
264,40.0,10.0,355.8595146150289,282.75197974634705,24,1,hypoxia 5 days,1,1_24_1,0.3182530471391308
277,41.0,10.25,369.3850147212617,272.9152523963595,24,1,hypoxia 5 days,1,1_24_1,0.3182530471391308
281,42.0,10.5,615.2981233314309,402.5960053943878,24,1,hypoxia 5 days,5,5_24_1,0.27524471025868535
285,42.0,10.5,358.93349191190003,271.6856614776111,24,1,hypoxia 5 days,1,1_24_1,0.3182530471391308
292,43.0,10.75,789.905108933229,773.9735611673848,24,1,hypoxia 5 days,3,3_24_1,0.30308318759372743
296,44.0,11.0,621.4460779251732,370.6266415069283,24,1,hypoxia 5 days,5,5_24_1,0.27524471025868535
6,20.0,5.0,101.35152443517684,599.0018868030766,0,2,hypoxia 3.5 days,8,8_0_2,0.26914491441690613
7,20.0,5.0,96.85311562927356,610.2479088178349,0,2,hypoxia 3.5 days,8,8_0_2,0.26914491441690613
8,20.0,5.0,777.6123149226363,948.3783040615648,0,2,hypoxia 3.5 days,6,6_0_2,0.28626177725145374
36,23.0,5.75,617.169067512086,817.9244486903696,0,2,hypoxia 3.5 days,4,4_0_2,0.2864073862900578
43,24.0,6.0,780.6112541265718,934.8830776438548,0,2,hypoxia 3.5 days,6,6_0_2,0.28626177725145374
46,24.0,6.0,428.9856324651322,918.3889120222092,0,2,hypoxia 3.5 days,3,3_0_2,0.25904227795180235
50,24.0,6.0,437.9824500769388,922.1375860271288,0,2,hypoxia 3.5 days,3,3_0_2,0.25904227795180235
53,25.0,6.25,1004.0322248197676,440.058097554449,0,2,hypoxia 3.5 days,7,7_0_2,0.2683032250013956
58,25.0,6.25,272.29105905950144,976.868226498952,0,2,hypoxia 3.5 days,1,1_0_2,0.2736473972081547
85,27.0,6.75,324.21534305442384,20.803627014543046,0,2,hypoxia 3.5 days,2,2_0_2,0.2259252421908237
102,28.0,7.0,581.1817970648598,826.1715315011922,0,2,hypoxia 3.5 days,4,4_0_2,0.2864073862900578
103,28.0,7.0,591.6780842786342,838.1672883169343,0,2,hypoxia 3.5 days,4,4_0_2,0.2864073862900578
118,30.0,7.5,604.4235758953602,832.1694099090632,0,2,hypoxia 3.5 days,4,4_0_2,0.2864073862900578
173,49.0,12.25,329.9123387725467,36.75521502528723,0,2,hypoxia 3.5 days,2,2_0_2,0.2259252421908237
3,19.0,4.75,521.0004593157207,461.0855883658407,1,2,hypoxia 3.5 days,11,11_1_2,0.2396007378508776
11,21.0,5.25,401.47198530872697,291.1808828266812,1,2,hypoxia 3.5 days,9,9_1_2,0.2563108789833991
13,21.0,5.25,686.072872466347,627.6541261069563,1,2,hypoxia 3.5 days,8,8_1_2,0.21939974295359574
21,22.0,5.5,756.8894364161627,859.5534071940281,1,2,hypoxia 3.5 days,5,5_1_2,0.38801498095202736
23,22.0,5.5,779.3313052734986,886.4836498228311,1,2,hypoxia 3.5 days,5,5_1_2,0.38801498095202736
26,22.0,5.5,791.300301997411,884.4888170355123,1,2,hypoxia 3.5 days,5,5_1_2,0.38801498095202736
29,22.0,5.5,531.9720396459738,468.0675031214563,1,2,hypoxia 3.5 days,11,11_1_2,0.2396007378508776
31,22.0,5.5,523.4940002998691,481.5326244358579,1,2,hypoxia 3.5 days,11,11_1_2,0.2396007378508776
32,22.0,5.5,670.1142101677972,636.1321654530609,1,2,hypoxia 3.5 days,8,8_1_2,0.21939974295359574
34,23.0,5.75,747.4139806763985,862.0469481781765,1,2,hypoxia 3.5 days,5,5_1_2,0.38801498095202736
37,23.0,5.75,417.6536200600691,277.83103415682393,1,2,hypoxia 3.5 days,9,9_1_2,0.2563108789833991
40,24.0,6.0,916.4760289629296,1016.6464891953792,1,2,hypoxia 3.5 days,3,3_1_2,0.2862647876415808
52,25.0,6.25,683.080623285369,532.8995687093156,1,2,hypoxia 3.5 days,7,7_1_2,0.23436382583824375
59,25.0,6.25,910.4915306009732,1012.158115423912,1,2,hypoxia 3.5 days,3,3_1_2,0.2862647876415808
71,26.0,6.5,845.6594650131142,829.132207187417,1,2,hypoxia 3.5 days,4,4_1_2,0.229315412658824
72,26.0,6.5,402.2810670462941,256.7949089800792,1,2,hypoxia 3.5 days,9,9_1_2,0.2563108789833991
74,26.0,6.5,574.3622363764972,662.5636998850343,1,2,hypoxia 3.5 days,10,10_1_2,0.23727039068993266
76,26.0,6.5,393.7857088018395,282.6855245822265,1,2,hypoxia 3.5 days,9,9_1_2,0.2563108789833991
81,27.0,6.75,841.6697994384767,826.6386662032685,1,2,hypoxia 3.5 days,4,4_1_2,0.229315412658824
82,27.0,6.75,921.4631109312264,1016.1477809985496,1,2,hypoxia 3.5 days,3,3_1_2,0.2862647876415808
83,27.0,6.75,659.6413380343737,521.9279883790625,1,2,hypoxia 3.5 days,7,7_1_2,0.23436382583824375
97,28.0,7.0,402.6856079150776,261.2448585366983,1,2,hypoxia 3.5 days,9,9_1_2,0.2563108789833991
114,30.0,7.5,488.0857183249613,503.4757850963641,1,2,hypoxia 3.5 days,11,11_1_2,0.2396007378508776
125,31.0,7.75,787.3106364227735,875.0133612957484,1,2,hypoxia 3.5 days,5,5_1_2,0.38801498095202736
129,31.0,7.75,397.83111748967497,247.4904689980575,1,2,hypoxia 3.5 days,9,9_1_2,0.2563108789833991
152,41.0,10.25,947.3959371663702,1013.1555318175716,1,2,hypoxia 3.5 days,3,3_1_2,0.2862647876415808
16,22.0,5.5,954.9999040642676,586.3257278308389,2,2,hypoxia 3.5 days,4,4_2_2,0.2903320772708186
25,22.0,5.5,945.7779721736542,594.932864262078,2,2,hypoxia 3.5 days,4,4_2_2,0.2903320772708186
35,23.0,5.75,991.035620718517,310.80740952505244,2,2,hypoxia 3.5 days,5,5_2_2,0.26850876585994066
44,24.0,6.0,735.9350811415314,224.76169624615085,2,2,hypoxia 3.5 days,3,3_2_2,0.252183259479832
45,24.0,6.0,1018.6005936395228,298.6656952622284,2,2,hypoxia 3.5 days,5,5_2_2,0.26850876585994066
51,25.0,6.25,289.89695418863715,125.40766249913646,2,2,hypoxia 3.5 days,2,2_2_2,0.3186243238246179
73,26.0,6.5,752.0146486787851,189.3210167762861,2,2,hypoxia 3.5 days,3,3_2_2,0.252183259479832
75,26.0,6.5,1005.1462616185556,303.25985741572936,2,2,hypoxia 3.5 days,5,5_2_2,0.26850876585994066
110,29.0,7.25,37.97324455747935,668.8483782280562,2,2,hypoxia 3.5 days,6,6_2_2,0.27913957949835067
112,29.0,7.25,50.26915374496383,670.6927646061788,2,2,hypoxia 3.5 days,6,6_2_2,0.27913957949835067
113,30.0,7.5,295.8814525505934,119.9218723340099,2,2,hypoxia 3.5 days,2,2_2_2,0.3186243238246179
119,30.0,7.5,307.35174107767625,127.9012034832849,2,2,hypoxia 3.5 days,2,2_2_2,0.3186243238246179
120,30.0,7.5,301.36724271571995,125.40766249913646,2,2,hypoxia 3.5 days,2,2_2_2,0.3186243238246179
131,33.0,8.25,724.4496757577792,230.9966305973308,2,2,hypoxia 3.5 days,3,3_2_2,0.252183259479832
135,35.0,8.75,721.4962858019571,208.35397426936163,2,2,hypoxia 3.5 days,3,3_2_2,0.252183259479832
142,38.0,9.5,754.6398841950715,193.2588700507156,2,2,hypoxia 3.5 days,3,3_2_2,0.252183259479832
154,42.0,10.5,733.966154504317,194.57148780885865,2,2,hypoxia 3.5 days,3,3_2_2,0.252183259479832
12,21.0,5.25,396.1714421407501,420.6716544318951,3,2,hypoxia 3.5 days,1,1_3_2,0.2942505411753167
47,24.0,6.0,297.1327837673236,821.4979227545367,3,2,hypoxia 3.5 days,5,5_3_2,0.2927698702644034
60,25.0,6.25,856.8743941288126,890.3509736448348,3,2,hypoxia 3.5 days,3,3_3_2,0.2680678662167172
77,26.0,6.5,866.7271585421705,929.0041263433924,3,2,hypoxia 3.5 days,3,3_3_2,0.2680678662167172
91,28.0,7.0,302.73874556204584,830.8411924124072,3,2,hypoxia 3.5 days,5,5_3_2,0.2927698702644034
93,28.0,7.0,744.8201745066814,704.751813869052,3,2,hypoxia 3.5 days,2,2_3_2,0.2821304572665418
105,29.0,7.25,852.3269412701468,918.3934569751611,3,2,hypoxia 3.5 days,3,3_3_2,0.2680678662167172
109,29.0,7.25,752.7995056559564,721.7078925612614,3,2,hypoxia 3.5 days,2,2_3_2,0.2821304572665418
111,29.0,7.25,406.4490387644076,421.60598139768217,3,2,hypoxia 3.5 days,1,1_3_2,0.2942505411753167
124,31.0,7.75,749.3085482781486,713.2298532151566,3,2,hypoxia 3.5 days,2,2_3_2,0.2821304572665418
127,31.0,7.75,751.3033810654673,737.1678466629817,3,2,hypoxia 3.5 days,2,2_3_2,0.2821304572665418
134,34.0,8.5,778.7323318911002,695.2763581292879,3,2,hypoxia 3.5 days,2,2_3_2,0.2821304572665418
1,18.0,4.5,670.8600550129332,268.434862440927,4,2,hypoxia 3.5 days,6,6_4_2,0.2908816226745692
2,18.0,4.5,211.0909686385714,259.2723110273015,4,2,hypoxia 3.5 days,1,1_4_2,0.33952058814182534
5,19.0,4.75,987.1381658909118,905.4773015496676,4,2,hypoxia 3.5 days,4,4_4_2,0.30279866817700907
9,21.0,5.25,601.1823884232638,1009.222196533365,4,2,hypoxia 3.5 days,7,7_4_2,0.3053516168672449
15,21.0,5.25,134.86379586383185,208.58722755928096,4,2,hypoxia 3.5 days,2,2_4_2,0.21955358903599884
18,22.0,5.5,132.07012984590943,222.5555576488929,4,2,hypoxia 3.5 days,2,2_4_2,0.21955358903599884
20,22.0,5.5,618.4022089132828,1015.1261349870858,4,2,hypoxia 3.5 days,7,7_4_2,0.3053516168672449
24,22.0,5.5,697.7773420160831,636.3044543362349,4,2,hypoxia 3.5 days,8,8_4_2,0.2906254381757424
33,23.0,5.75,587.898526902392,1016.602119600516,4,2,hypoxia 3.5 days,7,7_4_2,0.3053516168672449
41,24.0,6.0,237.4312482361254,270.44697509899106,4,2,hypoxia 3.5 days,1,1_4_2,0.33952058814182534
48,24.0,6.0,657.4014115113582,618.359596334135,4,2,hypoxia 3.5 days,8,8_4_2,0.2906254381757424
54,25.0,6.25,256.9869103615822,258.873215881884,4,2,hypoxia 3.5 days,1,1_4_2,0.33952058814182534
55,25.0,6.25,661.1399235951291,633.3136446692183,4,2,hypoxia 3.5 days,8,8_4_2,0.2906254381757424
57,25.0,6.25,649.9243873438165,622.0981084179058,4,2,hypoxia 3.5 days,8,8_4_2,0.2906254381757424
61,26.0,6.5,984.1473562238951,918.9359450512426,4,2,hypoxia 3.5 days,4,4_4_2,0.30279866817700907
69,26.0,6.5,474.5828689631752,377.7670157997515,4,2,hypoxia 3.5 days,10,10_4_2,0.2921694943454632
86,27.0,6.75,831.6160632060453,1031.0913075643675,4,2,hypoxia 3.5 days,5,5_4_2,0.3055319305907875
87,27.0,6.75,824.1390390385036,1038.568331731909,4,2,hypoxia 3.5 days,5,5_4_2,0.3055319305907875
99,28.0,7.0,231.84391620028063,234.52841201141743,4,2,hypoxia 3.5 days,1,1_4_2,0.33952058814182534
100,28.0,7.0,205.9027317481441,212.57817901345572,4,2,hypoxia 3.5 days,1,1_4_2,0.33952058814182534
104,29.0,7.25,464.2232854529597,383.91801850894194,4,2,hypoxia 3.5 days,10,10_4_2,0.2921694943454632
115,30.0,7.5,607.0863268769846,1017.0941144716594,4,2,hypoxia 3.5 days,7,7_4_2,0.3053516168672449
116,30.0,7.5,193.9298773856196,215.3718450313782,4,2,hypoxia 3.5 days,1,1_4_2,0.33952058814182534
122,31.0,7.75,682.0755912642458,269.1825648576812,4,2,hypoxia 3.5 days,6,6_4_2,0.2908816226745692
133,33.0,8.25,206.3018268935616,246.90036151935948,4,2,hypoxia 3.5 days,1,1_4_2,0.33952058814182534
140,37.0,9.25,679.084781597229,326.0079485309978,4,2,hypoxia 3.5 days,6,6_4_2,0.2908816226745692
145,39.0,9.75,364.7992812896876,925.744902231092,4,2,hypoxia 3.5 days,9,9_4_2,0.2613808022524283
159,46.0,11.5,228.2520598915233,274.03883140774843,4,2,hypoxia 3.5 days,1,1_4_2,0.33952058814182534
162,47.0,11.75,703.7589613501166,268.434862440927,4,2,hypoxia 3.5 days,6,6_4_2,0.2908816226745692
191,56.0,14.0,716.4699024349374,309.5584953624061,4,2,hypoxia 3.5 days,6,6_4_2,0.2908816226745692
0,18.0,4.5,862.5842909933524,890.5958022738884,5,2,hypoxia 3.5 days,5,5_5_2,0.2596743518774961
4,19.0,4.75,673.6865182111131,721.278896182491,5,2,hypoxia 3.5 days,4,4_5_2,0.29965889141461216
49,24.0,6.0,655.2911460774726,711.4350927753119,5,2,hypoxia 3.5 days,4,4_5_2,0.29965889141461216
63,26.0,6.5,435.5279956082615,282.4891625626892,5,2,hypoxia 3.5 days,2,2_5_2,0.29114313751503873
78,27.0,6.75,590.7557886969594,209.8727308452091,5,2,hypoxia 3.5 days,1,1_5_2,0.2726767826341438
79,27.0,6.75,424.0577070811787,306.42715601051424,5,2,hypoxia 3.5 days,2,2_5_2,0.29114313751503873
84,27.0,6.75,641.1322156700483,716.694124069498,5,2,hypoxia 3.5 days,4,4_5_2,0.29965889141461216
96,28.0,7.0,444.5047566426898,284.7581780345866,5,2,hypoxia 3.5 days,2,2_5_2,0.29114313751503873
98,28.0,7.0,932.8450479428438,584.2128293465979,5,2,hypoxia 3.5 days,3,3_5_2,0.289277135473467
101,28.0,7.0,572.326737693814,201.81002103133304,5,2,hypoxia 3.5 days,1,1_5_2,0.2726767826341438
107,29.0,7.25,426.45626246822167,280.8203247601572,5,2,hypoxia 3.5 days,2,2_5_2,0.29114313751503873
132,33.0,8.25,927.085969504361,593.4273548481706,5,2,hypoxia 3.5 days,3,3_5_2,0.289277135473467
138,37.0,9.25,686.4407929738061,708.1987658250434,5,2,hypoxia 3.5 days,4,4_5_2,0.29965889141461216
139,37.0,9.25,678.3499755981351,707.3896840874763,5,2,hypoxia 3.5 days,4,4_5_2,0.29965889141461216
10,21.0,5.25,933.9968636305404,32.49311493993565,6,2,hypoxia 3.5 days,9,9_6_2,0.24771537171623206
17,22.0,5.5,340.8117844668014,911.3284846524268,6,2,hypoxia 3.5 days,2,2_6_2,0.2716196591228897
19,22.0,5.5,557.3531337537585,583.0610136589013,6,2,hypoxia 3.5 days,4,4_6_2,0.2770986512145087
22,22.0,5.5,331.5972589652287,911.3284846524268,6,2,hypoxia 3.5 days,2,2_6_2,0.2716196591228897
38,23.0,5.75,893.6833145611602,1100.226257434666,6,2,hypoxia 3.5 days,7,7_6_2,0.22710450824717396
62,26.0,6.5,348.8744942806774,884.8367238354055,6,2,hypoxia 3.5 days,2,2_6_2,0.2716196591228897
65,26.0,6.5,778.501745791502,1195.8269595134825,6,2,hypoxia 3.5 days,5,5_6_2,0.25595084063920515
67,26.0,6.5,361.5444668453399,897.5066964000679,6,2,hypoxia 3.5 days,2,2_6_2,0.2716196591228897
70,26.0,6.5,332.74907465292534,887.1403552107987,6,2,hypoxia 3.5 days,2,2_6_2,0.2716196591228897
80,27.0,6.75,780.8053771668953,1178.5497241980338,6,2,hypoxia 3.5 days,5,5_6_2,0.25595084063920515
92,28.0,7.0,117.35954105366471,697.0907667408628,6,2,hypoxia 3.5 days,10,10_6_2,0.2878756473581488
94,28.0,7.0,121.96680380445102,683.2689784885039,6,2,hypoxia 3.5 days,10,10_6_2,0.2878756473581488
106,29.0,7.25,775.0462987284124,352.6978761195851,6,2,hypoxia 3.5 days,6,6_6_2,0.2949225560901574
117,30.0,7.5,559.6567651291517,601.4900646620466,6,2,hypoxia 3.5 days,4,4_6_2,0.2770986512145087
121,30.0,7.5,905.201471438126,330.8133780533501,6,2,hypoxia 3.5 days,8,8_6_2,0.2908074898717617
128,31.0,7.75,212.9602431324809,1108.288967248542,6,2,hypoxia 3.5 days,1,1_6_2,0.2528112733907773
137,36.0,9.0,765.8317732268397,357.3051388703715,6,2,hypoxia 3.5 days,6,6_6_2,0.2949225560901574
147,39.0,9.75,202.59390194321168,1127.869833939384,6,2,hypoxia 3.5 days,1,1_6_2,0.2528112733907773
14,21.0,5.25,836.0925301763311,775.4142335042303,7,2,hypoxia 3.5 days,5,5_7_2,0.28183422744957226
66,26.0,6.5,339.6599687791048,921.694825841696,7,2,hypoxia 3.5 days,1,1_7_2,0.2716429063973923
95,28.0,7.0,769.2872202899295,539.2920175264312,7,2,hypoxia 3.5 days,4,4_7_2,0.2609159073135968
