,index,label,area,time,v,rep,condition,id
13930,4,5,19481,60,3,2,3.5 Hypoxia,5_3_2
13931,0,1,20022,61,3,2,3.5 Hypoxia,1_3_2
13932,1,2,22897,61,3,2,3.5 Hypoxia,2_3_2
13933,2,3,20827,61,3,2,3.5 Hypoxia,3_3_2
13934,3,4,1419,61,3,2,3.5 Hypoxia,4_3_2
13935,4,5,20897,61,3,2,3.5 Hypoxia,5_3_2
13936,0,1,21421,62,3,2,3.5 Hypoxia,1_3_2
13937,1,2,24484,62,3,2,3.5 Hypoxia,2_3_2
13938,2,3,22332,62,3,2,3.5 Hypoxia,3_3_2
13939,3,4,1394,62,3,2,3.5 Hypoxia,4_3_2
13940,4,5,22298,62,3,2,3.5 Hypoxia,5_3_2
13941,0,1,22690,63,3,2,3.5 Hypoxia,1_3_2
13942,1,2,26039,63,3,2,3.5 Hypoxia,2_3_2
13943,2,3,23617,63,3,2,3.5 Hypoxia,3_3_2
13944,3,4,1421,63,3,2,3.5 Hypoxia,4_3_2
13945,4,5,23865,63,3,2,3.5 Hypoxia,5_3_2
13946,0,1,24352,64,3,2,3.5 Hypoxia,1_3_2
13947,1,2,28096,64,3,2,3.5 Hypoxia,2_3_2
13948,2,3,25133,64,3,2,3.5 Hypoxia,3_3_2
13949,3,4,1406,64,3,2,3.5 Hypoxia,4_3_2
13950,4,5,25663,64,3,2,3.5 Hypoxia,5_3_2
13951,0,1,25958,65,3,2,3.5 Hypoxia,1_3_2
13952,1,2,30039,65,3,2,3.5 Hypoxia,2_3_2
13953,2,3,26844,65,3,2,3.5 Hypoxia,3_3_2
13954,3,4,1393,65,3,2,3.5 Hypoxia,4_3_2
13955,4,5,27549,65,3,2,3.5 Hypoxia,5_3_2
13956,0,1,27293,66,3,2,3.5 Hypoxia,1_3_2
13957,1,2,31703,66,3,2,3.5 Hypoxia,2_3_2
13958,2,3,27989,66,3,2,3.5 Hypoxia,3_3_2
13959,3,4,1403,66,3,2,3.5 Hypoxia,4_3_2
13960,4,5,29176,66,3,2,3.5 Hypoxia,5_3_2
13961,0,1,29091,67,3,2,3.5 Hypoxia,1_3_2
13962,1,2,34035,67,3,2,3.5 Hypoxia,2_3_2
13963,2,3,30054,67,3,2,3.5 Hypoxia,3_3_2
13964,3,4,1432,67,3,2,3.5 Hypoxia,4_3_2
13965,4,5,30991,67,3,2,3.5 Hypoxia,5_3_2
13966,0,1,30547,68,3,2,3.5 Hypoxia,1_3_2
13967,1,2,36059,68,3,2,3.5 Hypoxia,2_3_2
13968,2,3,31979,68,3,2,3.5 Hypoxia,3_3_2
13969,3,4,1435,68,3,2,3.5 Hypoxia,4_3_2
13970,4,5,32620,68,3,2,3.5 Hypoxia,5_3_2
13971,0,1,32374,69,3,2,3.5 Hypoxia,1_3_2
13972,1,2,38794,69,3,2,3.5 Hypoxia,2_3_2
13973,2,3,34092,69,3,2,3.5 Hypoxia,3_3_2
13974,3,4,1422,69,3,2,3.5 Hypoxia,4_3_2
13975,4,5,34641,69,3,2,3.5 Hypoxia,5_3_2
13976,0,1,34019,70,3,2,3.5 Hypoxia,1_3_2
13977,1,4,1416,70,3,2,3.5 Hypoxia,4_3_2
13978,2,5,36475,70,3,2,3.5 Hypoxia,5_3_2
13979,0,1,36223,71,3,2,3.5 Hypoxia,1_3_2
13980,1,4,1416,71,3,2,3.5 Hypoxia,4_3_2
13981,2,5,38945,71,3,2,3.5 Hypoxia,5_3_2
13982,0,1,38779,72,3,2,3.5 Hypoxia,1_3_2
13983,1,4,1438,72,3,2,3.5 Hypoxia,4_3_2
13984,2,5,41880,72,3,2,3.5 Hypoxia,5_3_2
13985,0,1,41051,73,3,2,3.5 Hypoxia,1_3_2
13986,1,4,1446,73,3,2,3.5 Hypoxia,4_3_2
13987,2,5,44232,73,3,2,3.5 Hypoxia,5_3_2
13988,0,1,43477,74,3,2,3.5 Hypoxia,1_3_2
13989,1,4,1511,74,3,2,3.5 Hypoxia,4_3_2
13990,2,5,47010,74,3,2,3.5 Hypoxia,5_3_2
13991,0,4,1515,75,3,2,3.5 Hypoxia,4_3_2
13992,0,4,1526,76,3,2,3.5 Hypoxia,4_3_2
13993,0,4,1585,77,3,2,3.5 Hypoxia,4_3_2
13994,0,4,1629,78,3,2,3.5 Hypoxia,4_3_2
13995,0,4,1635,79,3,2,3.5 Hypoxia,4_3_2
13996,0,4,1714,80,3,2,3.5 Hypoxia,4_3_2
13997,0,4,1737,81,3,2,3.5 Hypoxia,4_3_2
13998,0,4,1754,82,3,2,3.5 Hypoxia,4_3_2
13999,0,4,1769,83,3,2,3.5 Hypoxia,4_3_2
14000,0,4,1783,84,3,2,3.5 Hypoxia,4_3_2
14001,0,4,1789,85,3,2,3.5 Hypoxia,4_3_2
14002,0,4,1827,86,3,2,3.5 Hypoxia,4_3_2
14003,0,4,1811,87,3,2,3.5 Hypoxia,4_3_2
14004,0,4,1825,88,3,2,3.5 Hypoxia,4_3_2
14005,0,4,1838,89,3,2,3.5 Hypoxia,4_3_2
14006,0,4,1827,90,3,2,3.5 Hypoxia,4_3_2
14007,0,4,1826,91,3,2,3.5 Hypoxia,4_3_2
14008,0,4,1842,92,3,2,3.5 Hypoxia,4_3_2
14009,0,4,1827,93,3,2,3.5 Hypoxia,4_3_2
14010,0,4,1831,94,3,2,3.5 Hypoxia,4_3_2
14011,0,4,1884,95,3,2,3.5 Hypoxia,4_3_2
14012,0,4,1760,96,3,2,3.5 Hypoxia,4_3_2
14013,0,4,1905,97,3,2,3.5 Hypoxia,4_3_2
14014,0,1,1648,0,4,2,3.5 Hypoxia,1_4_2
14015,1,2,550,0,4,2,3.5 Hypoxia,2_4_2
14016,2,3,374,0,4,2,3.5 Hypoxia,3_4_2
14017,3,4,455,0,4,2,3.5 Hypoxia,4_4_2
14018,4,5,478,0,4,2,3.5 Hypoxia,5_4_2
14019,5,6,1076,0,4,2,3.5 Hypoxia,6_4_2
14020,6,7,888,0,4,2,3.5 Hypoxia,7_4_2
14021,7,8,1094,0,4,2,3.5 Hypoxia,8_4_2
14022,8,9,465,0,4,2,3.5 Hypoxia,9_4_2
14023,9,10,660,0,4,2,3.5 Hypoxia,10_4_2
14024,0,1,1682,1,4,2,3.5 Hypoxia,1_4_2
14025,1,2,574,1,4,2,3.5 Hypoxia,2_4_2
14026,2,3,380,1,4,2,3.5 Hypoxia,3_4_2
14027,3,4,472,1,4,2,3.5 Hypoxia,4_4_2
14028,4,5,501,1,4,2,3.5 Hypoxia,5_4_2
14029,5,6,1107,1,4,2,3.5 Hypoxia,6_4_2
14030,6,7,910,1,4,2,3.5 Hypoxia,7_4_2
14031,7,8,1111,1,4,2,3.5 Hypoxia,8_4_2
14032,8,9,478,1,4,2,3.5 Hypoxia,9_4_2
14033,9,10,669,1,4,2,3.5 Hypoxia,10_4_2
14034,0,1,1708,2,4,2,3.5 Hypoxia,1_4_2
14035,1,2,584,2,4,2,3.5 Hypoxia,2_4_2
14036,2,3,373,2,4,2,3.5 Hypoxia,3_4_2
14037,3,4,492,2,4,2,3.5 Hypoxia,4_4_2
14038,4,5,504,2,4,2,3.5 Hypoxia,5_4_2
14039,5,6,1118,2,4,2,3.5 Hypoxia,6_4_2
14040,6,7,924,2,4,2,3.5 Hypoxia,7_4_2
14041,7,8,1133,2,4,2,3.5 Hypoxia,8_4_2
14042,8,9,484,2,4,2,3.5 Hypoxia,9_4_2
14043,9,10,680,2,4,2,3.5 Hypoxia,10_4_2
14044,0,1,1755,3,4,2,3.5 Hypoxia,1_4_2
14045,1,2,608,3,4,2,3.5 Hypoxia,2_4_2
14046,2,3,402,3,4,2,3.5 Hypoxia,3_4_2
14047,3,4,523,3,4,2,3.5 Hypoxia,4_4_2
14048,4,5,529,3,4,2,3.5 Hypoxia,5_4_2
14049,5,6,1170,3,4,2,3.5 Hypoxia,6_4_2
14050,6,7,956,3,4,2,3.5 Hypoxia,7_4_2
14051,7,8,1177,3,4,2,3.5 Hypoxia,8_4_2
14052,8,9,504,3,4,2,3.5 Hypoxia,9_4_2
14053,9,10,706,3,4,2,3.5 Hypoxia,10_4_2
14054,0,1,1813,4,4,2,3.5 Hypoxia,1_4_2
14055,1,2,631,4,4,2,3.5 Hypoxia,2_4_2
14056,2,3,409,4,4,2,3.5 Hypoxia,3_4_2
14057,3,4,539,4,4,2,3.5 Hypoxia,4_4_2
14058,4,5,533,4,4,2,3.5 Hypoxia,5_4_2
14059,5,6,1180,4,4,2,3.5 Hypoxia,6_4_2
14060,6,7,969,4,4,2,3.5 Hypoxia,7_4_2
14061,7,8,1200,4,4,2,3.5 Hypoxia,8_4_2
14062,8,9,509,4,4,2,3.5 Hypoxia,9_4_2
14063,9,10,708,4,4,2,3.5 Hypoxia,10_4_2
14064,0,1,1848,5,4,2,3.5 Hypoxia,1_4_2
14065,1,2,648,5,4,2,3.5 Hypoxia,2_4_2
14066,2,3,403,5,4,2,3.5 Hypoxia,3_4_2
14067,3,4,560,5,4,2,3.5 Hypoxia,4_4_2
14068,4,5,541,5,4,2,3.5 Hypoxia,5_4_2
14069,5,6,1198,5,4,2,3.5 Hypoxia,6_4_2
14070,6,7,993,5,4,2,3.5 Hypoxia,7_4_2
14071,7,8,1199,5,4,2,3.5 Hypoxia,8_4_2
14072,8,9,515,5,4,2,3.5 Hypoxia,9_4_2
14073,9,10,716,5,4,2,3.5 Hypoxia,10_4_2
14074,0,1,1906,6,4,2,3.5 Hypoxia,1_4_2
14075,1,2,670,6,4,2,3.5 Hypoxia,2_4_2
14076,2,3,405,6,4,2,3.5 Hypoxia,3_4_2
14077,3,4,580,6,4,2,3.5 Hypoxia,4_4_2
14078,4,5,547,6,4,2,3.5 Hypoxia,5_4_2
14079,5,6,1197,6,4,2,3.5 Hypoxia,6_4_2
14080,6,7,1012,6,4,2,3.5 Hypoxia,7_4_2
14081,7,8,1222,6,4,2,3.5 Hypoxia,8_4_2
14082,8,9,516,6,4,2,3.5 Hypoxia,9_4_2
14083,9,10,716,6,4,2,3.5 Hypoxia,10_4_2
14084,0,1,1978,7,4,2,3.5 Hypoxia,1_4_2
14085,1,2,693,7,4,2,3.5 Hypoxia,2_4_2
14086,2,3,418,7,4,2,3.5 Hypoxia,3_4_2
14087,3,4,607,7,4,2,3.5 Hypoxia,4_4_2
14088,4,5,549,7,4,2,3.5 Hypoxia,5_4_2
14089,5,6,1210,7,4,2,3.5 Hypoxia,6_4_2
14090,6,7,1046,7,4,2,3.5 Hypoxia,7_4_2
14091,7,8,1261,7,4,2,3.5 Hypoxia,8_4_2
14092,8,9,516,7,4,2,3.5 Hypoxia,9_4_2
14093,9,10,710,7,4,2,3.5 Hypoxia,10_4_2
14094,0,1,2059,8,4,2,3.5 Hypoxia,1_4_2
14095,1,2,733,8,4,2,3.5 Hypoxia,2_4_2
14096,2,3,417,8,4,2,3.5 Hypoxia,3_4_2
14097,3,4,629,8,4,2,3.5 Hypoxia,4_4_2
14098,4,5,551,8,4,2,3.5 Hypoxia,5_4_2
14099,5,6,1243,8,4,2,3.5 Hypoxia,6_4_2
14100,6,7,1107,8,4,2,3.5 Hypoxia,7_4_2
14101,7,8,1277,8,4,2,3.5 Hypoxia,8_4_2
14102,8,9,521,8,4,2,3.5 Hypoxia,9_4_2
14103,9,10,708,8,4,2,3.5 Hypoxia,10_4_2
14104,0,1,2133,9,4,2,3.5 Hypoxia,1_4_2
14105,1,2,773,9,4,2,3.5 Hypoxia,2_4_2
14106,2,3,412,9,4,2,3.5 Hypoxia,3_4_2
14107,3,4,657,9,4,2,3.5 Hypoxia,4_4_2
14108,4,5,559,9,4,2,3.5 Hypoxia,5_4_2
14109,5,6,1269,9,4,2,3.5 Hypoxia,6_4_2
14110,6,7,1163,9,4,2,3.5 Hypoxia,7_4_2
14111,7,8,1310,9,4,2,3.5 Hypoxia,8_4_2
14112,8,9,533,9,4,2,3.5 Hypoxia,9_4_2
14113,9,10,746,9,4,2,3.5 Hypoxia,10_4_2
14114,0,1,2251,10,4,2,3.5 Hypoxia,1_4_2
14115,1,2,815,10,4,2,3.5 Hypoxia,2_4_2
14116,2,3,416,10,4,2,3.5 Hypoxia,3_4_2
14117,3,4,690,10,4,2,3.5 Hypoxia,4_4_2
14118,4,5,559,10,4,2,3.5 Hypoxia,5_4_2
14119,5,6,1284,10,4,2,3.5 Hypoxia,6_4_2
14120,6,7,1205,10,4,2,3.5 Hypoxia,7_4_2
14121,7,8,1338,10,4,2,3.5 Hypoxia,8_4_2
14122,8,9,535,10,4,2,3.5 Hypoxia,9_4_2
14123,9,10,737,10,4,2,3.5 Hypoxia,10_4_2
14124,0,1,2327,11,4,2,3.5 Hypoxia,1_4_2
14125,1,2,853,11,4,2,3.5 Hypoxia,2_4_2
14126,2,3,412,11,4,2,3.5 Hypoxia,3_4_2
14127,3,4,724,11,4,2,3.5 Hypoxia,4_4_2
14128,4,5,582,11,4,2,3.5 Hypoxia,5_4_2
14129,5,6,1311,11,4,2,3.5 Hypoxia,6_4_2
14130,6,7,1262,11,4,2,3.5 Hypoxia,7_4_2
14131,7,8,1381,11,4,2,3.5 Hypoxia,8_4_2
14132,8,9,556,11,4,2,3.5 Hypoxia,9_4_2
14133,9,10,765,11,4,2,3.5 Hypoxia,10_4_2
14134,0,1,2452,12,4,2,3.5 Hypoxia,1_4_2
14135,1,2,906,12,4,2,3.5 Hypoxia,2_4_2
14136,2,3,420,12,4,2,3.5 Hypoxia,3_4_2
14137,3,4,776,12,4,2,3.5 Hypoxia,4_4_2
14138,4,5,595,12,4,2,3.5 Hypoxia,5_4_2
14139,5,6,1357,12,4,2,3.5 Hypoxia,6_4_2
14140,6,7,1316,12,4,2,3.5 Hypoxia,7_4_2
14141,7,8,1435,12,4,2,3.5 Hypoxia,8_4_2
14142,8,9,552,12,4,2,3.5 Hypoxia,9_4_2
14143,9,10,792,12,4,2,3.5 Hypoxia,10_4_2
14144,0,1,2569,13,4,2,3.5 Hypoxia,1_4_2
14145,1,2,954,13,4,2,3.5 Hypoxia,2_4_2
14146,2,3,422,13,4,2,3.5 Hypoxia,3_4_2
14147,3,4,817,13,4,2,3.5 Hypoxia,4_4_2
14148,4,5,623,13,4,2,3.5 Hypoxia,5_4_2
14149,5,6,1393,13,4,2,3.5 Hypoxia,6_4_2
14150,6,7,1396,13,4,2,3.5 Hypoxia,7_4_2
14151,7,8,1521,13,4,2,3.5 Hypoxia,8_4_2
14152,8,9,565,13,4,2,3.5 Hypoxia,9_4_2
14153,9,10,839,13,4,2,3.5 Hypoxia,10_4_2
14154,0,1,2755,14,4,2,3.5 Hypoxia,1_4_2
14155,1,2,1023,14,4,2,3.5 Hypoxia,2_4_2
14156,2,3,417,14,4,2,3.5 Hypoxia,3_4_2
14157,3,4,872,14,4,2,3.5 Hypoxia,4_4_2
14158,4,5,659,14,4,2,3.5 Hypoxia,5_4_2
14159,5,6,1433,14,4,2,3.5 Hypoxia,6_4_2
14160,6,7,1474,14,4,2,3.5 Hypoxia,7_4_2
14161,7,8,1613,14,4,2,3.5 Hypoxia,8_4_2
14162,8,9,586,14,4,2,3.5 Hypoxia,9_4_2
14163,9,10,878,14,4,2,3.5 Hypoxia,10_4_2
14164,0,1,2941,15,4,2,3.5 Hypoxia,1_4_2
14165,1,2,1072,15,4,2,3.5 Hypoxia,2_4_2
14166,2,3,429,15,4,2,3.5 Hypoxia,3_4_2
14167,3,4,937,15,4,2,3.5 Hypoxia,4_4_2
14168,4,5,712,15,4,2,3.5 Hypoxia,5_4_2
14169,5,6,1483,15,4,2,3.5 Hypoxia,6_4_2
14170,6,7,1565,15,4,2,3.5 Hypoxia,7_4_2
14171,7,8,1715,15,4,2,3.5 Hypoxia,8_4_2
14172,8,9,599,15,4,2,3.5 Hypoxia,9_4_2
14173,9,10,943,15,4,2,3.5 Hypoxia,10_4_2
14174,0,1,2978,16,4,2,3.5 Hypoxia,1_4_2
14175,1,2,1128,16,4,2,3.5 Hypoxia,2_4_2
14176,2,3,401,16,4,2,3.5 Hypoxia,3_4_2
14177,3,4,943,16,4,2,3.5 Hypoxia,4_4_2
14178,4,5,731,16,4,2,3.5 Hypoxia,5_4_2
14179,5,6,1508,16,4,2,3.5 Hypoxia,6_4_2
14180,6,7,1614,16,4,2,3.5 Hypoxia,7_4_2
14181,7,8,1715,16,4,2,3.5 Hypoxia,8_4_2
14182,8,9,559,16,4,2,3.5 Hypoxia,9_4_2
14183,9,10,957,16,4,2,3.5 Hypoxia,10_4_2
14184,0,1,3298,17,4,2,3.5 Hypoxia,1_4_2
14185,1,2,1254,17,4,2,3.5 Hypoxia,2_4_2
14186,2,3,427,17,4,2,3.5 Hypoxia,3_4_2
14187,3,4,1050,17,4,2,3.5 Hypoxia,4_4_2
14188,4,5,808,17,4,2,3.5 Hypoxia,5_4_2
14189,5,6,1593,17,4,2,3.5 Hypoxia,6_4_2
14190,6,7,1744,17,4,2,3.5 Hypoxia,7_4_2
14191,7,8,1886,17,4,2,3.5 Hypoxia,8_4_2
14192,8,9,585,17,4,2,3.5 Hypoxia,9_4_2
14193,9,10,1029,17,4,2,3.5 Hypoxia,10_4_2
14194,0,1,3569,18,4,2,3.5 Hypoxia,1_4_2
14195,1,2,1332,18,4,2,3.5 Hypoxia,2_4_2
14196,2,3,429,18,4,2,3.5 Hypoxia,3_4_2
14197,3,4,1200,18,4,2,3.5 Hypoxia,4_4_2
14198,4,5,879,18,4,2,3.5 Hypoxia,5_4_2
14199,5,6,1570,18,4,2,3.5 Hypoxia,6_4_2
14200,6,7,1888,18,4,2,3.5 Hypoxia,7_4_2
14201,7,8,2031,18,4,2,3.5 Hypoxia,8_4_2
14202,8,9,625,18,4,2,3.5 Hypoxia,9_4_2
14203,9,10,1160,18,4,2,3.5 Hypoxia,10_4_2
14204,0,1,3868,19,4,2,3.5 Hypoxia,1_4_2
14205,1,2,1435,19,4,2,3.5 Hypoxia,2_4_2
14206,2,3,432,19,4,2,3.5 Hypoxia,3_4_2
14207,3,4,1289,19,4,2,3.5 Hypoxia,4_4_2
14208,4,5,941,19,4,2,3.5 Hypoxia,5_4_2
14209,5,6,1631,19,4,2,3.5 Hypoxia,6_4_2
14210,6,7,1956,19,4,2,3.5 Hypoxia,7_4_2
14211,7,8,2115,19,4,2,3.5 Hypoxia,8_4_2
14212,8,9,604,19,4,2,3.5 Hypoxia,9_4_2
14213,9,10,1192,19,4,2,3.5 Hypoxia,10_4_2
14214,0,1,4135,20,4,2,3.5 Hypoxia,1_4_2
14215,1,2,1516,20,4,2,3.5 Hypoxia,2_4_2
14216,2,3,401,20,4,2,3.5 Hypoxia,3_4_2
14217,3,4,1342,20,4,2,3.5 Hypoxia,4_4_2
14218,4,5,988,20,4,2,3.5 Hypoxia,5_4_2
14219,5,6,1671,20,4,2,3.5 Hypoxia,6_4_2
14220,6,7,2103,20,4,2,3.5 Hypoxia,7_4_2
14221,7,8,2143,20,4,2,3.5 Hypoxia,8_4_2
14222,8,9,609,20,4,2,3.5 Hypoxia,9_4_2
14223,9,10,1265,20,4,2,3.5 Hypoxia,10_4_2
14224,0,1,4510,21,4,2,3.5 Hypoxia,1_4_2
14225,1,2,1708,21,4,2,3.5 Hypoxia,2_4_2
14226,2,3,410,21,4,2,3.5 Hypoxia,3_4_2
14227,3,4,1440,21,4,2,3.5 Hypoxia,4_4_2
14228,4,5,1070,21,4,2,3.5 Hypoxia,5_4_2
14229,5,6,1740,21,4,2,3.5 Hypoxia,6_4_2
14230,6,7,2368,21,4,2,3.5 Hypoxia,7_4_2
14231,7,8,2292,21,4,2,3.5 Hypoxia,8_4_2
14232,8,9,627,21,4,2,3.5 Hypoxia,9_4_2
14233,9,10,1363,21,4,2,3.5 Hypoxia,10_4_2
14234,0,1,5007,22,4,2,3.5 Hypoxia,1_4_2
14235,1,2,1889,22,4,2,3.5 Hypoxia,2_4_2
14236,2,3,433,22,4,2,3.5 Hypoxia,3_4_2
14237,3,4,1583,22,4,2,3.5 Hypoxia,4_4_2
14238,4,5,1168,22,4,2,3.5 Hypoxia,5_4_2
14239,5,6,1837,22,4,2,3.5 Hypoxia,6_4_2
14240,6,7,2480,22,4,2,3.5 Hypoxia,7_4_2
14241,7,8,2458,22,4,2,3.5 Hypoxia,8_4_2
14242,8,9,663,22,4,2,3.5 Hypoxia,9_4_2
14243,9,10,1505,22,4,2,3.5 Hypoxia,10_4_2
14244,0,1,5516,23,4,2,3.5 Hypoxia,1_4_2
14245,1,2,2063,23,4,2,3.5 Hypoxia,2_4_2
14246,2,3,445,23,4,2,3.5 Hypoxia,3_4_2
14247,3,4,1694,23,4,2,3.5 Hypoxia,4_4_2
14248,4,5,1296,23,4,2,3.5 Hypoxia,5_4_2
14249,5,6,1917,23,4,2,3.5 Hypoxia,6_4_2
14250,6,7,2626,23,4,2,3.5 Hypoxia,7_4_2
14251,7,8,2841,23,4,2,3.5 Hypoxia,8_4_2
14252,8,9,678,23,4,2,3.5 Hypoxia,9_4_2
14253,9,10,1599,23,4,2,3.5 Hypoxia,10_4_2
14254,0,1,5571,24,4,2,3.5 Hypoxia,1_4_2
14255,1,2,2166,24,4,2,3.5 Hypoxia,2_4_2
14256,2,3,413,24,4,2,3.5 Hypoxia,3_4_2
14257,3,4,1818,24,4,2,3.5 Hypoxia,4_4_2
14258,4,5,1340,24,4,2,3.5 Hypoxia,5_4_2
14259,5,6,1955,24,4,2,3.5 Hypoxia,6_4_2
14260,6,7,2855,24,4,2,3.5 Hypoxia,7_4_2
14261,7,8,2924,24,4,2,3.5 Hypoxia,8_4_2
14262,8,9,683,24,4,2,3.5 Hypoxia,9_4_2
14263,9,10,1681,24,4,2,3.5 Hypoxia,10_4_2
14264,0,1,8476,25,4,2,3.5 Hypoxia,1_4_2
14265,1,3,441,25,4,2,3.5 Hypoxia,3_4_2
14266,2,4,1994,25,4,2,3.5 Hypoxia,4_4_2
14267,3,5,1485,25,4,2,3.5 Hypoxia,5_4_2
14268,4,6,2173,25,4,2,3.5 Hypoxia,6_4_2
14269,5,7,3113,25,4,2,3.5 Hypoxia,7_4_2
14270,6,8,3317,25,4,2,3.5 Hypoxia,8_4_2
14271,7,9,716,25,4,2,3.5 Hypoxia,9_4_2
14272,8,10,1806,25,4,2,3.5 Hypoxia,10_4_2
14273,0,1,8654,26,4,2,3.5 Hypoxia,1_4_2
14274,1,3,421,26,4,2,3.5 Hypoxia,3_4_2
14275,2,4,2102,26,4,2,3.5 Hypoxia,4_4_2
14276,3,5,1605,26,4,2,3.5 Hypoxia,5_4_2
14277,4,6,2329,26,4,2,3.5 Hypoxia,6_4_2
14278,5,7,3352,26,4,2,3.5 Hypoxia,7_4_2
14279,6,8,3512,26,4,2,3.5 Hypoxia,8_4_2
14280,7,9,766,26,4,2,3.5 Hypoxia,9_4_2
14281,8,10,1969,26,4,2,3.5 Hypoxia,10_4_2
14282,0,1,9451,27,4,2,3.5 Hypoxia,1_4_2
14283,1,3,457,27,4,2,3.5 Hypoxia,3_4_2
14284,2,4,2347,27,4,2,3.5 Hypoxia,4_4_2
14285,3,5,1843,27,4,2,3.5 Hypoxia,5_4_2
14286,4,6,2606,27,4,2,3.5 Hypoxia,6_4_2
14287,5,7,3556,27,4,2,3.5 Hypoxia,7_4_2
14288,6,8,3958,27,4,2,3.5 Hypoxia,8_4_2
14289,7,9,777,27,4,2,3.5 Hypoxia,9_4_2
14290,8,10,2203,27,4,2,3.5 Hypoxia,10_4_2
14291,0,1,9778,28,4,2,3.5 Hypoxia,1_4_2
14292,1,3,421,28,4,2,3.5 Hypoxia,3_4_2
14293,2,4,2402,28,4,2,3.5 Hypoxia,4_4_2
14294,3,5,1895,28,4,2,3.5 Hypoxia,5_4_2
14295,4,6,2697,28,4,2,3.5 Hypoxia,6_4_2
14296,5,7,3724,28,4,2,3.5 Hypoxia,7_4_2
14297,6,8,4081,28,4,2,3.5 Hypoxia,8_4_2
14298,7,9,795,28,4,2,3.5 Hypoxia,9_4_2
14299,8,10,2283,28,4,2,3.5 Hypoxia,10_4_2
14300,0,1,10867,29,4,2,3.5 Hypoxia,1_4_2
14301,1,3,463,29,4,2,3.5 Hypoxia,3_4_2
14302,2,4,2752,29,4,2,3.5 Hypoxia,4_4_2
14303,3,5,2124,29,4,2,3.5 Hypoxia,5_4_2
14304,4,6,3051,29,4,2,3.5 Hypoxia,6_4_2
14305,5,7,4149,29,4,2,3.5 Hypoxia,7_4_2
14306,6,8,4648,29,4,2,3.5 Hypoxia,8_4_2
14307,7,9,866,29,4,2,3.5 Hypoxia,9_4_2
14308,8,10,2507,29,4,2,3.5 Hypoxia,10_4_2
14309,0,1,11369,30,4,2,3.5 Hypoxia,1_4_2
14310,1,3,449,30,4,2,3.5 Hypoxia,3_4_2
14311,2,4,2861,30,4,2,3.5 Hypoxia,4_4_2
14312,3,5,2262,30,4,2,3.5 Hypoxia,5_4_2
14313,4,6,3245,30,4,2,3.5 Hypoxia,6_4_2
14314,5,7,4564,30,4,2,3.5 Hypoxia,7_4_2
14315,6,8,4792,30,4,2,3.5 Hypoxia,8_4_2
14316,7,9,888,30,4,2,3.5 Hypoxia,9_4_2
14317,8,10,2632,30,4,2,3.5 Hypoxia,10_4_2
14318,0,1,12253,31,4,2,3.5 Hypoxia,1_4_2
14319,1,3,457,31,4,2,3.5 Hypoxia,3_4_2
14320,2,4,3098,31,4,2,3.5 Hypoxia,4_4_2
14321,3,5,2498,31,4,2,3.5 Hypoxia,5_4_2
14322,4,6,3494,31,4,2,3.5 Hypoxia,6_4_2
14323,5,7,4944,31,4,2,3.5 Hypoxia,7_4_2
14324,6,8,5188,31,4,2,3.5 Hypoxia,8_4_2
14325,7,9,944,31,4,2,3.5 Hypoxia,9_4_2
14326,8,10,2845,31,4,2,3.5 Hypoxia,10_4_2
14327,0,1,13697,32,4,2,3.5 Hypoxia,1_4_2
14328,1,3,487,32,4,2,3.5 Hypoxia,3_4_2
14329,2,4,3448,32,4,2,3.5 Hypoxia,4_4_2
14330,3,5,2768,32,4,2,3.5 Hypoxia,5_4_2
14331,4,6,3847,32,4,2,3.5 Hypoxia,6_4_2
14332,5,7,5516,32,4,2,3.5 Hypoxia,7_4_2
14333,6,8,5795,32,4,2,3.5 Hypoxia,8_4_2
14334,7,9,1004,32,4,2,3.5 Hypoxia,9_4_2
14335,8,10,3152,32,4,2,3.5 Hypoxia,10_4_2
14336,0,1,14513,33,4,2,3.5 Hypoxia,1_4_2
14337,1,3,456,33,4,2,3.5 Hypoxia,3_4_2
14338,2,4,3599,33,4,2,3.5 Hypoxia,4_4_2
14339,3,5,2801,33,4,2,3.5 Hypoxia,5_4_2
14340,4,6,4064,33,4,2,3.5 Hypoxia,6_4_2
14341,5,7,5976,33,4,2,3.5 Hypoxia,7_4_2
14342,6,8,6106,33,4,2,3.5 Hypoxia,8_4_2
14343,7,9,1064,33,4,2,3.5 Hypoxia,9_4_2
14344,8,10,3313,33,4,2,3.5 Hypoxia,10_4_2
14345,0,1,15794,34,4,2,3.5 Hypoxia,1_4_2
14346,1,3,489,34,4,2,3.5 Hypoxia,3_4_2
14347,2,4,3976,34,4,2,3.5 Hypoxia,4_4_2
14348,3,5,3136,34,4,2,3.5 Hypoxia,5_4_2
14349,4,6,4418,34,4,2,3.5 Hypoxia,6_4_2
14350,5,7,6478,34,4,2,3.5 Hypoxia,7_4_2
14351,6,8,6880,34,4,2,3.5 Hypoxia,8_4_2
14352,7,9,1184,34,4,2,3.5 Hypoxia,9_4_2
14353,8,10,3647,34,4,2,3.5 Hypoxia,10_4_2
14354,0,1,16797,35,4,2,3.5 Hypoxia,1_4_2
14355,1,3,503,35,4,2,3.5 Hypoxia,3_4_2
14356,2,4,4395,35,4,2,3.5 Hypoxia,4_4_2
14357,3,5,3374,35,4,2,3.5 Hypoxia,5_4_2
