,index,label,area,time,v,rep,condition,id
1642,3,6,9496,42,3,1,3.5 Hypoxia,6_3_1
1643,0,1,3098,43,3,1,3.5 Hypoxia,1_3_1
1644,1,3,3640,43,3,1,3.5 Hypoxia,3_3_1
1645,2,5,9413,43,3,1,3.5 Hypoxia,5_3_1
1646,3,6,10064,43,3,1,3.5 Hypoxia,6_3_1
1647,0,1,3338,44,3,1,3.5 Hypoxia,1_3_1
1648,1,3,3836,44,3,1,3.5 Hypoxia,3_3_1
1649,2,5,9966,44,3,1,3.5 Hypoxia,5_3_1
1650,3,6,11036,44,3,1,3.5 Hypoxia,6_3_1
1651,0,1,3585,45,3,1,3.5 Hypoxia,1_3_1
1652,1,3,4110,45,3,1,3.5 Hypoxia,3_3_1
1653,2,5,10398,45,3,1,3.5 Hypoxia,5_3_1
1654,3,6,11933,45,3,1,3.5 Hypoxia,6_3_1
1655,0,1,3707,46,3,1,3.5 Hypoxia,1_3_1
1656,1,3,4316,46,3,1,3.5 Hypoxia,3_3_1
1657,2,5,10969,46,3,1,3.5 Hypoxia,5_3_1
1658,3,6,12631,46,3,1,3.5 Hypoxia,6_3_1
1659,0,1,3927,47,3,1,3.5 Hypoxia,1_3_1
1660,1,3,4538,47,3,1,3.5 Hypoxia,3_3_1
1661,2,5,11553,47,3,1,3.5 Hypoxia,5_3_1
1662,3,6,13469,47,3,1,3.5 Hypoxia,6_3_1
1663,0,1,4337,48,3,1,3.5 Hypoxia,1_3_1
1664,1,3,4909,48,3,1,3.5 Hypoxia,3_3_1
1665,2,5,12529,48,3,1,3.5 Hypoxia,5_3_1
1666,3,6,14564,48,3,1,3.5 Hypoxia,6_3_1
1667,0,1,4629,49,3,1,3.5 Hypoxia,1_3_1
1668,1,3,5300,49,3,1,3.5 Hypoxia,3_3_1
1669,2,5,13121,49,3,1,3.5 Hypoxia,5_3_1
1670,3,6,15689,49,3,1,3.5 Hypoxia,6_3_1
1671,0,1,5067,50,3,1,3.5 Hypoxia,1_3_1
1672,1,3,5846,50,3,1,3.5 Hypoxia,3_3_1
1673,2,5,14083,50,3,1,3.5 Hypoxia,5_3_1
1674,3,6,16635,50,3,1,3.5 Hypoxia,6_3_1
1675,0,1,5373,51,3,1,3.5 Hypoxia,1_3_1
1676,1,3,6479,51,3,1,3.5 Hypoxia,3_3_1
1677,2,5,15508,51,3,1,3.5 Hypoxia,5_3_1
1678,3,6,17835,51,3,1,3.5 Hypoxia,6_3_1
1679,0,1,5664,52,3,1,3.5 Hypoxia,1_3_1
1680,1,3,6981,52,3,1,3.5 Hypoxia,3_3_1
1681,2,5,16443,52,3,1,3.5 Hypoxia,5_3_1
1682,3,6,18891,52,3,1,3.5 Hypoxia,6_3_1
1683,0,1,5917,53,3,1,3.5 Hypoxia,1_3_1
1684,1,3,7389,53,3,1,3.5 Hypoxia,3_3_1
1685,2,5,17533,53,3,1,3.5 Hypoxia,5_3_1
1686,3,6,20515,53,3,1,3.5 Hypoxia,6_3_1
1687,0,1,6271,54,3,1,3.5 Hypoxia,1_3_1
1688,1,3,7904,54,3,1,3.5 Hypoxia,3_3_1
1689,2,5,18915,54,3,1,3.5 Hypoxia,5_3_1
1690,3,6,21971,54,3,1,3.5 Hypoxia,6_3_1
1691,0,1,6692,55,3,1,3.5 Hypoxia,1_3_1
1692,1,3,8542,55,3,1,3.5 Hypoxia,3_3_1
1693,2,5,19869,55,3,1,3.5 Hypoxia,5_3_1
1694,3,6,23531,55,3,1,3.5 Hypoxia,6_3_1
1695,0,1,6989,56,3,1,3.5 Hypoxia,1_3_1
1696,1,3,9437,56,3,1,3.5 Hypoxia,3_3_1
1697,2,5,21167,56,3,1,3.5 Hypoxia,5_3_1
1698,3,6,24988,56,3,1,3.5 Hypoxia,6_3_1
1699,0,1,7499,57,3,1,3.5 Hypoxia,1_3_1
1700,1,3,9940,57,3,1,3.5 Hypoxia,3_3_1
1701,2,5,22489,57,3,1,3.5 Hypoxia,5_3_1
1702,3,6,26744,57,3,1,3.5 Hypoxia,6_3_1
1703,0,1,8170,58,3,1,3.5 Hypoxia,1_3_1
1704,1,3,10923,58,3,1,3.5 Hypoxia,3_3_1
1705,2,5,24499,58,3,1,3.5 Hypoxia,5_3_1
1706,3,6,28394,58,3,1,3.5 Hypoxia,6_3_1
1707,0,1,8599,59,3,1,3.5 Hypoxia,1_3_1
1708,1,3,11460,59,3,1,3.5 Hypoxia,3_3_1
1709,2,5,25608,59,3,1,3.5 Hypoxia,5_3_1
1710,3,6,30113,59,3,1,3.5 Hypoxia,6_3_1
1711,0,1,9187,60,3,1,3.5 Hypoxia,1_3_1
1712,1,3,12529,60,3,1,3.5 Hypoxia,3_3_1
1713,2,5,27132,60,3,1,3.5 Hypoxia,5_3_1
1714,3,6,32148,60,3,1,3.5 Hypoxia,6_3_1
1715,0,1,10060,61,3,1,3.5 Hypoxia,1_3_1
1716,1,3,13275,61,3,1,3.5 Hypoxia,3_3_1
1717,2,5,29056,61,3,1,3.5 Hypoxia,5_3_1
1718,3,6,34297,61,3,1,3.5 Hypoxia,6_3_1
1719,0,1,10596,62,3,1,3.5 Hypoxia,1_3_1
1720,1,3,13781,62,3,1,3.5 Hypoxia,3_3_1
1721,2,5,30985,62,3,1,3.5 Hypoxia,5_3_1
1722,3,6,36069,62,3,1,3.5 Hypoxia,6_3_1
1723,0,1,11618,63,3,1,3.5 Hypoxia,1_3_1
1724,1,3,14674,63,3,1,3.5 Hypoxia,3_3_1
1725,2,5,32932,63,3,1,3.5 Hypoxia,5_3_1
1726,3,6,38067,63,3,1,3.5 Hypoxia,6_3_1
1727,0,1,12397,64,3,1,3.5 Hypoxia,1_3_1
1728,1,3,15735,64,3,1,3.5 Hypoxia,3_3_1
1729,2,5,34994,64,3,1,3.5 Hypoxia,5_3_1
1730,3,6,40802,64,3,1,3.5 Hypoxia,6_3_1
1731,0,1,13259,65,3,1,3.5 Hypoxia,1_3_1
1732,1,5,36812,65,3,1,3.5 Hypoxia,5_3_1
1733,2,6,42955,65,3,1,3.5 Hypoxia,6_3_1
1734,0,1,13628,66,3,1,3.5 Hypoxia,1_3_1
1735,1,5,38234,66,3,1,3.5 Hypoxia,5_3_1
1736,2,6,45112,66,3,1,3.5 Hypoxia,6_3_1
1737,0,1,14699,67,3,1,3.5 Hypoxia,1_3_1
1738,1,5,40617,67,3,1,3.5 Hypoxia,5_3_1
1739,2,6,48101,67,3,1,3.5 Hypoxia,6_3_1
1740,0,1,15561,68,3,1,3.5 Hypoxia,1_3_1
1741,1,5,43350,68,3,1,3.5 Hypoxia,5_3_1
1742,2,6,51303,68,3,1,3.5 Hypoxia,6_3_1
1743,0,1,16016,69,3,1,3.5 Hypoxia,1_3_1
1744,1,5,45083,69,3,1,3.5 Hypoxia,5_3_1
1745,2,6,53024,69,3,1,3.5 Hypoxia,6_3_1
1746,0,5,48365,70,3,1,3.5 Hypoxia,5_3_1
1747,0,1,653,0,4,1,3.5 Hypoxia,1_4_1
1748,1,2,851,0,4,1,3.5 Hypoxia,2_4_1
1749,2,3,882,0,4,1,3.5 Hypoxia,3_4_1
1750,3,4,422,0,4,1,3.5 Hypoxia,4_4_1
1751,4,5,860,0,4,1,3.5 Hypoxia,5_4_1
1752,5,6,403,0,4,1,3.5 Hypoxia,6_4_1
1753,0,1,782,1,4,1,3.5 Hypoxia,1_4_1
1754,1,2,965,1,4,1,3.5 Hypoxia,2_4_1
1755,2,3,938,1,4,1,3.5 Hypoxia,3_4_1
1756,3,4,448,1,4,1,3.5 Hypoxia,4_4_1
1757,4,5,877,1,4,1,3.5 Hypoxia,5_4_1
1758,5,6,490,1,4,1,3.5 Hypoxia,6_4_1
1759,0,1,808,2,4,1,3.5 Hypoxia,1_4_1
1760,1,2,1000,2,4,1,3.5 Hypoxia,2_4_1
1761,2,3,967,2,4,1,3.5 Hypoxia,3_4_1
1762,3,4,468,2,4,1,3.5 Hypoxia,4_4_1
1763,4,5,874,2,4,1,3.5 Hypoxia,5_4_1
1764,5,6,519,2,4,1,3.5 Hypoxia,6_4_1
1765,0,1,836,3,4,1,3.5 Hypoxia,1_4_1
1766,1,2,1013,3,4,1,3.5 Hypoxia,2_4_1
1767,2,3,986,3,4,1,3.5 Hypoxia,3_4_1
1768,3,4,484,3,4,1,3.5 Hypoxia,4_4_1
1769,4,5,883,3,4,1,3.5 Hypoxia,5_4_1
1770,5,6,538,3,4,1,3.5 Hypoxia,6_4_1
1771,0,1,856,4,4,1,3.5 Hypoxia,1_4_1
1772,1,2,1038,4,4,1,3.5 Hypoxia,2_4_1
1773,2,3,1003,4,4,1,3.5 Hypoxia,3_4_1
1774,3,4,492,4,4,1,3.5 Hypoxia,4_4_1
1775,4,5,882,4,4,1,3.5 Hypoxia,5_4_1
1776,5,6,563,4,4,1,3.5 Hypoxia,6_4_1
1777,0,1,864,5,4,1,3.5 Hypoxia,1_4_1
1778,1,2,1079,5,4,1,3.5 Hypoxia,2_4_1
1779,2,3,1034,5,4,1,3.5 Hypoxia,3_4_1
1780,3,4,507,5,4,1,3.5 Hypoxia,4_4_1
1781,4,5,891,5,4,1,3.5 Hypoxia,5_4_1
1782,5,6,575,5,4,1,3.5 Hypoxia,6_4_1
1783,0,1,868,6,4,1,3.5 Hypoxia,1_4_1
1784,1,2,1068,6,4,1,3.5 Hypoxia,2_4_1
1785,2,3,1036,6,4,1,3.5 Hypoxia,3_4_1
1786,3,4,506,6,4,1,3.5 Hypoxia,4_4_1
1787,4,5,881,6,4,1,3.5 Hypoxia,5_4_1
1788,5,6,575,6,4,1,3.5 Hypoxia,6_4_1
1789,0,1,899,7,4,1,3.5 Hypoxia,1_4_1
1790,1,2,1111,7,4,1,3.5 Hypoxia,2_4_1
1791,2,3,1066,7,4,1,3.5 Hypoxia,3_4_1
1792,3,4,518,7,4,1,3.5 Hypoxia,4_4_1
1793,4,5,900,7,4,1,3.5 Hypoxia,5_4_1
1794,0,1,905,8,4,1,3.5 Hypoxia,1_4_1
1795,1,2,1123,8,4,1,3.5 Hypoxia,2_4_1
1796,2,3,1086,8,4,1,3.5 Hypoxia,3_4_1
1797,3,4,520,8,4,1,3.5 Hypoxia,4_4_1
1798,4,5,899,8,4,1,3.5 Hypoxia,5_4_1
1799,0,1,898,9,4,1,3.5 Hypoxia,1_4_1
1800,1,2,1121,9,4,1,3.5 Hypoxia,2_4_1
1801,2,3,1097,9,4,1,3.5 Hypoxia,3_4_1
1802,3,4,528,9,4,1,3.5 Hypoxia,4_4_1
1803,4,5,889,9,4,1,3.5 Hypoxia,5_4_1
1804,5,6,607,9,4,1,3.5 Hypoxia,6_4_1
1805,0,1,934,10,4,1,3.5 Hypoxia,1_4_1
1806,1,2,1157,10,4,1,3.5 Hypoxia,2_4_1
1807,2,3,1129,10,4,1,3.5 Hypoxia,3_4_1
1808,3,4,536,10,4,1,3.5 Hypoxia,4_4_1
1809,4,5,892,10,4,1,3.5 Hypoxia,5_4_1
1810,0,1,931,11,4,1,3.5 Hypoxia,1_4_1
1811,1,2,1188,11,4,1,3.5 Hypoxia,2_4_1
1812,2,3,1151,11,4,1,3.5 Hypoxia,3_4_1
1813,3,4,547,11,4,1,3.5 Hypoxia,4_4_1
1814,4,5,897,11,4,1,3.5 Hypoxia,5_4_1
1815,0,1,947,12,4,1,3.5 Hypoxia,1_4_1
1816,1,2,1218,12,4,1,3.5 Hypoxia,2_4_1
1817,2,3,1176,12,4,1,3.5 Hypoxia,3_4_1
1818,3,4,551,12,4,1,3.5 Hypoxia,4_4_1
1819,4,5,890,12,4,1,3.5 Hypoxia,5_4_1
1820,0,1,964,13,4,1,3.5 Hypoxia,1_4_1
1821,1,2,1256,13,4,1,3.5 Hypoxia,2_4_1
1822,2,3,1189,13,4,1,3.5 Hypoxia,3_4_1
1823,3,4,563,13,4,1,3.5 Hypoxia,4_4_1
1824,4,5,896,13,4,1,3.5 Hypoxia,5_4_1
1825,0,1,979,14,4,1,3.5 Hypoxia,1_4_1
1826,1,2,1289,14,4,1,3.5 Hypoxia,2_4_1
1827,2,3,1246,14,4,1,3.5 Hypoxia,3_4_1
1828,3,4,582,14,4,1,3.5 Hypoxia,4_4_1
1829,4,5,903,14,4,1,3.5 Hypoxia,5_4_1
1830,0,1,1017,15,4,1,3.5 Hypoxia,1_4_1
1831,1,2,1320,15,4,1,3.5 Hypoxia,2_4_1
1832,2,3,1284,15,4,1,3.5 Hypoxia,3_4_1
1833,3,4,603,15,4,1,3.5 Hypoxia,4_4_1
1834,4,5,893,15,4,1,3.5 Hypoxia,5_4_1
1835,0,1,1051,16,4,1,3.5 Hypoxia,1_4_1
1836,1,2,1322,16,4,1,3.5 Hypoxia,2_4_1
1837,2,3,1293,16,4,1,3.5 Hypoxia,3_4_1
1838,3,4,601,16,4,1,3.5 Hypoxia,4_4_1
1839,4,5,888,16,4,1,3.5 Hypoxia,5_4_1
1840,0,1,1113,17,4,1,3.5 Hypoxia,1_4_1
1841,1,2,1383,17,4,1,3.5 Hypoxia,2_4_1
1842,2,3,1339,17,4,1,3.5 Hypoxia,3_4_1
1843,3,4,630,17,4,1,3.5 Hypoxia,4_4_1
1844,4,5,903,17,4,1,3.5 Hypoxia,5_4_1
1845,0,1,1204,18,4,1,3.5 Hypoxia,1_4_1
1846,1,2,1456,18,4,1,3.5 Hypoxia,2_4_1
1847,2,3,1386,18,4,1,3.5 Hypoxia,3_4_1
1848,3,4,663,18,4,1,3.5 Hypoxia,4_4_1
1849,4,5,892,18,4,1,3.5 Hypoxia,5_4_1
1850,5,6,661,18,4,1,3.5 Hypoxia,6_4_1
1851,0,1,1282,19,4,1,3.5 Hypoxia,1_4_1
1852,1,2,1462,19,4,1,3.5 Hypoxia,2_4_1
1853,2,3,1415,19,4,1,3.5 Hypoxia,3_4_1
1854,3,4,672,19,4,1,3.5 Hypoxia,4_4_1
1855,4,5,900,19,4,1,3.5 Hypoxia,5_4_1
1856,5,6,678,19,4,1,3.5 Hypoxia,6_4_1
1857,0,1,1345,20,4,1,3.5 Hypoxia,1_4_1
1858,1,2,1477,20,4,1,3.5 Hypoxia,2_4_1
1859,2,3,1463,20,4,1,3.5 Hypoxia,3_4_1
1860,3,4,679,20,4,1,3.5 Hypoxia,4_4_1
1861,4,5,903,20,4,1,3.5 Hypoxia,5_4_1
1862,5,6,677,20,4,1,3.5 Hypoxia,6_4_1
1863,0,1,1402,21,4,1,3.5 Hypoxia,1_4_1
1864,1,2,1546,21,4,1,3.5 Hypoxia,2_4_1
1865,2,3,1537,21,4,1,3.5 Hypoxia,3_4_1
1866,3,4,722,21,4,1,3.5 Hypoxia,4_4_1
1867,4,5,899,21,4,1,3.5 Hypoxia,5_4_1
1868,5,6,738,21,4,1,3.5 Hypoxia,6_4_1
1869,0,1,1481,22,4,1,3.5 Hypoxia,1_4_1
1870,1,2,1662,22,4,1,3.5 Hypoxia,2_4_1
1871,2,3,1598,22,4,1,3.5 Hypoxia,3_4_1
1872,3,4,747,22,4,1,3.5 Hypoxia,4_4_1
1873,4,5,902,22,4,1,3.5 Hypoxia,5_4_1
1874,5,6,756,22,4,1,3.5 Hypoxia,6_4_1
1875,0,1,1553,23,4,1,3.5 Hypoxia,1_4_1
1876,1,2,1583,23,4,1,3.5 Hypoxia,2_4_1
1877,2,3,1660,23,4,1,3.5 Hypoxia,3_4_1
1878,3,4,768,23,4,1,3.5 Hypoxia,4_4_1
1879,4,5,907,23,4,1,3.5 Hypoxia,5_4_1
1880,5,6,782,23,4,1,3.5 Hypoxia,6_4_1
1881,0,1,1625,24,4,1,3.5 Hypoxia,1_4_1
1882,1,2,1712,24,4,1,3.5 Hypoxia,2_4_1
1883,2,3,1754,24,4,1,3.5 Hypoxia,3_4_1
1884,3,4,771,24,4,1,3.5 Hypoxia,4_4_1
1885,4,5,900,24,4,1,3.5 Hypoxia,5_4_1
1886,5,6,803,24,4,1,3.5 Hypoxia,6_4_1
1887,0,1,1736,25,4,1,3.5 Hypoxia,1_4_1
1888,1,2,1829,25,4,1,3.5 Hypoxia,2_4_1
1889,2,3,1893,25,4,1,3.5 Hypoxia,3_4_1
1890,3,4,835,25,4,1,3.5 Hypoxia,4_4_1
1891,4,5,898,25,4,1,3.5 Hypoxia,5_4_1
1892,5,6,836,25,4,1,3.5 Hypoxia,6_4_1
1893,0,1,1802,26,4,1,3.5 Hypoxia,1_4_1
1894,1,2,1953,26,4,1,3.5 Hypoxia,2_4_1
1895,2,3,2106,26,4,1,3.5 Hypoxia,3_4_1
1896,3,4,886,26,4,1,3.5 Hypoxia,4_4_1
1897,4,5,894,26,4,1,3.5 Hypoxia,5_4_1
1898,5,6,829,26,4,1,3.5 Hypoxia,6_4_1
1899,0,1,1918,27,4,1,3.5 Hypoxia,1_4_1
1900,1,2,2242,27,4,1,3.5 Hypoxia,2_4_1
1901,2,3,2201,27,4,1,3.5 Hypoxia,3_4_1
1902,3,4,924,27,4,1,3.5 Hypoxia,4_4_1
1903,4,5,899,27,4,1,3.5 Hypoxia,5_4_1
1904,5,6,862,27,4,1,3.5 Hypoxia,6_4_1
1905,0,1,2018,28,4,1,3.5 Hypoxia,1_4_1
1906,1,2,2367,28,4,1,3.5 Hypoxia,2_4_1
1907,2,3,2288,28,4,1,3.5 Hypoxia,3_4_1
1908,3,4,998,28,4,1,3.5 Hypoxia,4_4_1
1909,4,5,892,28,4,1,3.5 Hypoxia,5_4_1
1910,5,6,900,28,4,1,3.5 Hypoxia,6_4_1
1911,0,1,2190,29,4,1,3.5 Hypoxia,1_4_1
1912,1,2,2586,29,4,1,3.5 Hypoxia,2_4_1
1913,2,3,2447,29,4,1,3.5 Hypoxia,3_4_1
1914,3,4,1089,29,4,1,3.5 Hypoxia,4_4_1
1915,4,5,903,29,4,1,3.5 Hypoxia,5_4_1
1916,5,6,958,29,4,1,3.5 Hypoxia,6_4_1
1917,0,1,2273,30,4,1,3.5 Hypoxia,1_4_1
1918,1,2,2726,30,4,1,3.5 Hypoxia,2_4_1
1919,2,3,2564,30,4,1,3.5 Hypoxia,3_4_1
1920,3,4,1206,30,4,1,3.5 Hypoxia,4_4_1
1921,4,5,899,30,4,1,3.5 Hypoxia,5_4_1
1922,5,6,994,30,4,1,3.5 Hypoxia,6_4_1
1923,0,1,2350,31,4,1,3.5 Hypoxia,1_4_1
1924,1,2,2882,31,4,1,3.5 Hypoxia,2_4_1
1925,2,3,2690,31,4,1,3.5 Hypoxia,3_4_1
1926,3,4,1264,31,4,1,3.5 Hypoxia,4_4_1
1927,4,5,905,31,4,1,3.5 Hypoxia,5_4_1
1928,5,6,1032,31,4,1,3.5 Hypoxia,6_4_1
1929,0,1,2570,32,4,1,3.5 Hypoxia,1_4_1
1930,1,2,3237,32,4,1,3.5 Hypoxia,2_4_1
1931,2,3,3035,32,4,1,3.5 Hypoxia,3_4_1
1932,3,4,1366,32,4,1,3.5 Hypoxia,4_4_1
1933,4,5,901,32,4,1,3.5 Hypoxia,5_4_1
1934,5,6,1217,32,4,1,3.5 Hypoxia,6_4_1
1935,0,1,2790,33,4,1,3.5 Hypoxia,1_4_1
1936,1,2,3409,33,4,1,3.5 Hypoxia,2_4_1
1937,2,3,3171,33,4,1,3.5 Hypoxia,3_4_1
1938,3,4,1452,33,4,1,3.5 Hypoxia,4_4_1
1939,4,5,897,33,4,1,3.5 Hypoxia,5_4_1
1940,5,6,1253,33,4,1,3.5 Hypoxia,6_4_1
1941,0,1,3039,34,4,1,3.5 Hypoxia,1_4_1
1942,1,2,3527,34,4,1,3.5 Hypoxia,2_4_1
1943,2,3,3429,34,4,1,3.5 Hypoxia,3_4_1
1944,3,4,1521,34,4,1,3.5 Hypoxia,4_4_1
1945,4,5,902,34,4,1,3.5 Hypoxia,5_4_1
1946,5,6,1318,34,4,1,3.5 Hypoxia,6_4_1
1947,0,1,3302,35,4,1,3.5 Hypoxia,1_4_1
1948,1,2,4006,35,4,1,3.5 Hypoxia,2_4_1
1949,2,3,3681,35,4,1,3.5 Hypoxia,3_4_1
1950,3,4,1599,35,4,1,3.5 Hypoxia,4_4_1
1951,4,5,899,35,4,1,3.5 Hypoxia,5_4_1
1952,5,6,1387,35,4,1,3.5 Hypoxia,6_4_1
1953,0,3,3875,36,4,1,3.5 Hypoxia,3_4_1
1954,1,4,1662,36,4,1,3.5 Hypoxia,4_4_1
1955,2,5,905,36,4,1,3.5 Hypoxia,5_4_1
1956,3,6,1393,36,4,1,3.5 Hypoxia,6_4_1
1957,0,3,4201,37,4,1,3.5 Hypoxia,3_4_1
1958,1,4,1775,37,4,1,3.5 Hypoxia,4_4_1
1959,2,5,903,37,4,1,3.5 Hypoxia,5_4_1
1960,3,6,1486,37,4,1,3.5 Hypoxia,6_4_1
1961,0,3,4266,38,4,1,3.5 Hypoxia,3_4_1
1962,1,4,1852,38,4,1,3.5 Hypoxia,4_4_1
1963,2,5,898,38,4,1,3.5 Hypoxia,5_4_1
1964,3,6,1751,38,4,1,3.5 Hypoxia,6_4_1
1965,0,3,4644,39,4,1,3.5 Hypoxia,3_4_1
1966,1,4,2037,39,4,1,3.5 Hypoxia,4_4_1
1967,2,5,906,39,4,1,3.5 Hypoxia,5_4_1
1968,3,6,1809,39,4,1,3.5 Hypoxia,6_4_1
1969,0,3,4817,40,4,1,3.5 Hypoxia,3_4_1
1970,1,4,2138,40,4,1,3.5 Hypoxia,4_4_1
1971,2,5,914,40,4,1,3.5 Hypoxia,5_4_1
1972,3,6,1746,40,4,1,3.5 Hypoxia,6_4_1
1973,0,3,5025,41,4,1,3.5 Hypoxia,3_4_1
1974,1,4,2191,41,4,1,3.5 Hypoxia,4_4_1
1975,2,5,918,41,4,1,3.5 Hypoxia,5_4_1
1976,3,6,2175,41,4,1,3.5 Hypoxia,6_4_1
1977,0,3,5360,42,4,1,3.5 Hypoxia,3_4_1
1978,1,4,2269,42,4,1,3.5 Hypoxia,4_4_1
1979,2,5,925,42,4,1,3.5 Hypoxia,5_4_1
1980,3,6,1934,42,4,1,3.5 Hypoxia,6_4_1
1981,0,3,5806,43,4,1,3.5 Hypoxia,3_4_1
1982,1,4,2403,43,4,1,3.5 Hypoxia,4_4_1
1983,2,5,918,43,4,1,3.5 Hypoxia,5_4_1
1984,3,6,2082,43,4,1,3.5 Hypoxia,6_4_1
1985,0,3,6229,44,4,1,3.5 Hypoxia,3_4_1
1986,1,4,2570,44,4,1,3.5 Hypoxia,4_4_1
1987,2,5,924,44,4,1,3.5 Hypoxia,5_4_1
1988,3,6,2081,44,4,1,3.5 Hypoxia,6_4_1
1989,0,3,6717,45,4,1,3.5 Hypoxia,3_4_1
1990,1,4,2746,45,4,1,3.5 Hypoxia,4_4_1
1991,2,5,916,45,4,1,3.5 Hypoxia,5_4_1
1992,3,6,2095,45,4,1,3.5 Hypoxia,6_4_1
1993,0,3,7087,46,4,1,3.5 Hypoxia,3_4_1
1994,1,4,2997,46,4,1,3.5 Hypoxia,4_4_1
1995,2,5,913,46,4,1,3.5 Hypoxia,5_4_1
1996,3,6,2629,46,4,1,3.5 Hypoxia,6_4_1
1997,0,3,7689,47,4,1,3.5 Hypoxia,3_4_1
1998,1,4,3203,47,4,1,3.5 Hypoxia,4_4_1
1999,2,5,912,47,4,1,3.5 Hypoxia,5_4_1
2000,3,6,2710,47,4,1,3.5 Hypoxia,6_4_1
2001,0,3,8189,48,4,1,3.5 Hypoxia,3_4_1
2002,1,4,3240,48,4,1,3.5 Hypoxia,4_4_1
2003,2,5,923,48,4,1,3.5 Hypoxia,5_4_1
2004,3,6,2772,48,4,1,3.5 Hypoxia,6_4_1
2005,0,3,8917,49,4,1,3.5 Hypoxia,3_4_1
2006,1,4,3379,49,4,1,3.5 Hypoxia,4_4_1
2007,2,5,907,49,4,1,3.5 Hypoxia,5_4_1
2008,3,6,2642,49,4,1,3.5 Hypoxia,6_4_1
2009,0,3,9412,50,4,1,3.5 Hypoxia,3_4_1
2010,1,4,3586,50,4,1,3.5 Hypoxia,4_4_1
2011,2,5,901,50,4,1,3.5 Hypoxia,5_4_1
2012,3,6,3318,50,4,1,3.5 Hypoxia,6_4_1
2013,0,3,10326,51,4,1,3.5 Hypoxia,3_4_1
2014,1,4,3809,51,4,1,3.5 Hypoxia,4_4_1
2015,2,5,926,51,4,1,3.5 Hypoxia,5_4_1
2016,3,6,3488,51,4,1,3.5 Hypoxia,6_4_1
2017,0,3,11158,52,4,1,3.5 Hypoxia,3_4_1
2018,1,4,4159,52,4,1,3.5 Hypoxia,4_4_1
2019,2,5,895,52,4,1,3.5 Hypoxia,5_4_1
2020,3,6,3258,52,4,1,3.5 Hypoxia,6_4_1
2021,0,3,11809,53,4,1,3.5 Hypoxia,3_4_1
2022,1,4,4449,53,4,1,3.5 Hypoxia,4_4_1
2023,2,5,903,53,4,1,3.5 Hypoxia,5_4_1
2024,3,6,4079,53,4,1,3.5 Hypoxia,6_4_1
2025,0,3,12489,54,4,1,3.5 Hypoxia,3_4_1
2026,1,4,4737,54,4,1,3.5 Hypoxia,4_4_1
2027,2,5,939,54,4,1,3.5 Hypoxia,5_4_1
2028,3,6,4185,54,4,1,3.5 Hypoxia,6_4_1
2029,0,3,13437,55,4,1,3.5 Hypoxia,3_4_1
2030,1,4,5075,55,4,1,3.5 Hypoxia,4_4_1
2031,2,5,919,55,4,1,3.5 Hypoxia,5_4_1
2032,3,6,4301,55,4,1,3.5 Hypoxia,6_4_1
2033,0,3,14288,56,4,1,3.5 Hypoxia,3_4_1
2034,1,4,5446,56,4,1,3.5 Hypoxia,4_4_1
2035,2,5,931,56,4,1,3.5 Hypoxia,5_4_1
2036,3,6,4625,56,4,1,3.5 Hypoxia,6_4_1
2037,0,3,14843,57,4,1,3.5 Hypoxia,3_4_1
2038,1,4,5761,57,4,1,3.5 Hypoxia,4_4_1
2039,2,5,898,57,4,1,3.5 Hypoxia,5_4_1
2040,3,6,4537,57,4,1,3.5 Hypoxia,6_4_1
2041,0,3,15869,58,4,1,3.5 Hypoxia,3_4_1
2042,1,4,6014,58,4,1,3.5 Hypoxia,4_4_1
2043,2,5,920,58,4,1,3.5 Hypoxia,5_4_1
2044,3,6,4780,58,4,1,3.5 Hypoxia,6_4_1
2045,0,3,16779,59,4,1,3.5 Hypoxia,3_4_1
2046,1,4,6324,59,4,1,3.5 Hypoxia,4_4_1
2047,2,5,903,59,4,1,3.5 Hypoxia,5_4_1
2048,3,6,5250,59,4,1,3.5 Hypoxia,6_4_1
2049,0,3,17831,60,4,1,3.5 Hypoxia,3_4_1
2050,1,4,6679,60,4,1,3.5 Hypoxia,4_4_1
2051,2,5,920,60,4,1,3.5 Hypoxia,5_4_1
2052,3,6,5389,60,4,1,3.5 Hypoxia,6_4_1
2053,0,3,19458,61,4,1,3.5 Hypoxia,3_4_1
2054,1,4,7293,61,4,1,3.5 Hypoxia,4_4_1
2055,2,5,928,61,4,1,3.5 Hypoxia,5_4_1
2056,3,6,5661,61,4,1,3.5 Hypoxia,6_4_1
2057,0,3,20308,62,4,1,3.5 Hypoxia,3_4_1
2058,1,4,7128,62,4,1,3.5 Hypoxia,4_4_1
2059,2,5,911,62,4,1,3.5 Hypoxia,5_4_1
2060,3,6,5952,62,4,1,3.5 Hypoxia,6_4_1
2061,0,3,21652,63,4,1,3.5 Hypoxia,3_4_1
2062,1,4,7527,63,4,1,3.5 Hypoxia,4_4_1
2063,2,5,900,63,4,1,3.5 Hypoxia,5_4_1
2064,3,6,6333,63,4,1,3.5 Hypoxia,6_4_1
2065,0,3,23535,64,4,1,3.5 Hypoxia,3_4_1
2066,1,4,8353,64,4,1,3.5 Hypoxia,4_4_1
2067,2,5,921,64,4,1,3.5 Hypoxia,5_4_1
2068,3,6,5874,64,4,1,3.5 Hypoxia,6_4_1
